item_id,system,agent_count,task_id,backbone,coord_tokens,work_tokens,total_tokens,coord_pct,system_description,your_label,ground_truth_label
7a6b43fd_sbus,sbus,16,django__django-10097,gpt-4o-mini,854,10720,11574,7.4%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (854): tokens spent reading shard content. Work tokens (10720): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
7870c0d0_auto,autogen,4,astropy__astropy-13236,gpt-4o-mini,414574,15700,430274,96.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (414574): full message history (growing context). Work tokens (15700): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
8be6a2f5_sbus,sbus,16,astropy__astropy-13398,gpt-4o-mini,822,20347,21169,3.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (822): tokens spent reading shard content. Work tokens (20347): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
2bf448c6_sbus,sbus,4,astropy__astropy-13398,gpt-4o-mini,3318,72800,76118,4.4%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3318): tokens spent reading shard content. Work tokens (72800): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
f8d171e8_sbus,sbus,8,sympy__sympy-12419,gpt-4o-mini,2399,15570,17969,13.4%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (2399): tokens spent reading shard content. Work tokens (15570): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
5ca0a9cf_lang,langgraph,8,django__django-11087,gpt-4o-mini,27965,1709,29674,94.2%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (27965): supervisor prompt+completion (routing/synthesis). Work tokens (1709): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
802862fd_crew,crewai,4,astropy__astropy-13236,gpt-4o-mini,179050,17950,197000,90.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (179050): shared context broadcast + coordinator calls. Work tokens (17950): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
12a65e2e_sbus,sbus,16,astropy__astropy-14182,gpt-4o-mini,1136,10702,11838,9.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1136): tokens spent reading shard content. Work tokens (10702): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
cfe413ad_lang,langgraph,8,django__django-10880,gpt-4o-mini,9112,1669,10781,84.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (9112): supervisor prompt+completion (routing/synthesis). Work tokens (1669): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
26555a37_sbus,sbus,8,astropy__astropy-14309,gpt-4o-mini,4226,44401,48627,8.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (4226): tokens spent reading shard content. Work tokens (44401): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
603466ab_auto,autogen,4,django__django-10880,gpt-4o-mini,135672,4918,140590,96.5%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (135672): full message history (growing context). Work tokens (4918): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2ebb6c33_auto,autogen,4,astropy__astropy-13977,gpt-4o-mini,202124,5751,207875,97.2%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (202124): full message history (growing context). Work tokens (5751): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1b315319_lang,langgraph,16,django__django-10914,gpt-4o-mini,5959,863,6822,87.3%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (5959): supervisor prompt+completion (routing/synthesis). Work tokens (863): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
f01f9a88_sbus,sbus,16,django__django-10880,gpt-4o-mini,910,3756,4666,19.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (910): tokens spent reading shard content. Work tokens (3756): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
d44ed94d_auto,autogen,8,astropy__astropy-14096,gpt-4o-mini,283832,9316,293148,96.8%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (283832): full message history (growing context). Work tokens (9316): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
2281395d_auto,autogen,16,sympy__sympy-12096,gpt-4o-mini,448792,14476,463268,96.9%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (448792): full message history (growing context). Work tokens (14476): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
7fd613bb_auto,autogen,4,astropy__astropy-13398,gpt-4o-mini,402200,13519,415719,96.7%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (402200): full message history (growing context). Work tokens (13519): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
db56847a_lang,langgraph,16,django__django-11066,gpt-4o-mini,7897,1015,8912,88.6%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (7897): supervisor prompt+completion (routing/synthesis). Work tokens (1015): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
8d4249d6_lang,langgraph,16,django__django-10999,gpt-4o-mini,5603,756,6359,88.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (5603): supervisor prompt+completion (routing/synthesis). Work tokens (756): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
e2e06b62_crew,crewai,4,astropy__astropy-14182,gpt-4o-mini,181790,17545,199335,91.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (181790): shared context broadcast + coordinator calls. Work tokens (17545): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
d391aac5_lang,langgraph,8,django__django-10554,gpt-4o-mini,14497,1516,16013,90.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (14497): supervisor prompt+completion (routing/synthesis). Work tokens (1516): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1f9790e0_crew,crewai,4,django__django-10097,gpt-4o-mini,1413485,44195,1457680,97.0%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1413485): shared context broadcast + coordinator calls. Work tokens (44195): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
6d2b7e2b_sbus,sbus,8,django__django-10973,gpt-4o-mini,1560,6955,8515,18.3%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1560): tokens spent reading shard content. Work tokens (6955): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
15eecab7_auto,autogen,8,django__django-10999,gpt-4o-mini,233426,7019,240445,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (233426): full message history (growing context). Work tokens (7019): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1c955cd5_crew,crewai,8,astropy__astropy-13579,gpt-4o-mini,277170,18435,295605,93.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (277170): shared context broadcast + coordinator calls. Work tokens (18435): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
281b4670_sbus,sbus,16,django__django-10973,gpt-4o-mini,765,3722,4487,17.0%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (765): tokens spent reading shard content. Work tokens (3722): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
c88edd77_auto,autogen,8,django__django-11095,gpt-4o-mini,328472,13191,341663,96.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (328472): full message history (growing context). Work tokens (13191): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3685a031_lang,langgraph,8,astropy__astropy-14096,gpt-4o-mini,10722,1735,12457,86.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (10722): supervisor prompt+completion (routing/synthesis). Work tokens (1735): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
6d1dee1e_crew,crewai,4,astropy__astropy-14309,gpt-4o-mini,92195,5365,97560,94.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (92195): shared context broadcast + coordinator calls. Work tokens (5365): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
6dffb73f_crew,crewai,16,astropy__astropy-13398,gpt-4o-mini,1516930,43115,1560045,97.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1516930): shared context broadcast + coordinator calls. Work tokens (43115): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
d3c0b1b6_sbus,sbus,16,sympy__sympy-12419,gpt-4o-mini,1203,8340,9543,12.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1203): tokens spent reading shard content. Work tokens (8340): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
db5a0bb1_crew,crewai,4,django__django-10999,gpt-4o-mini,152970,17915,170885,89.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (152970): shared context broadcast + coordinator calls. Work tokens (17915): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
453e2258_crew,crewai,16,astropy__astropy-12907,gpt-4o-mini,164420,18000,182420,90.1%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (164420): shared context broadcast + coordinator calls. Work tokens (18000): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
